Tên,Lớp,Giới tính,Diem1,Diem2,Diem3,Diem4,Diem5,Diem6,Diem7,Diem8,Diem9,Diem10
Đỗ Như Hương,11C1,Nữ,3.5,5,7.25,0,3.5,6.75,2.75,5.25,2.25,5.5
Huỳnh Diễm Vy,8A3,Nữ,8.5,4.75,3.5,7,2.5,1,7.5,6.75,6.5,8
Võ Thái Thắng,3B1,Nam,2.5,0.75,4.75,5.5,0.25,1.25,6,0,2,1.25
Nguyễn Thị Trang,6A3,Nữ,8.25,9.75,4.75,7,8.25,7.5,5,1.5,2.75,6.25
Võ Tuấn Sơn,1C1,Nam,5.75,7.75,4.25,4,3.5,0,5.75,1.5,0.5,6
Đặng Thu Lan,9A2,Nữ,0.25,5.25,7,0.75,0.5,1.5,5.75,9.5,6.75,7.75
Phan Văn Sơn,2B2,Nam,3.5,0.25,5.5,3.25,6.5,7.5,8.5,5.75,9.5,6.75
Đỗ Phương Lan,3A3,Nữ,3,3,7.75,4.5,2,5,6.5,8.5,3.25,8.5
Phan Hoàng Phong,9A3,Nam,3.75,9.5,5.25,0,8.75,1.5,2.75,9.75,2.5,1.75
Nguyễn Mai Thảo,11A1,Nữ,8.25,4.5,9,5.75,3,3,5.75,8.25,3.5,2.5
Võ Như Linh,4A2,Nữ,4.25,0.5,5,2.5,6,5,3.75,3.25,1,6.25
Phan Minh Huy,10A3,Nam,1.5,0.25,3.75,0.5,8.25,1.5,1,0.5,8,8
Lê Hữu Minh,7B1,Nam,0.5,0,1.5,6,5,7.75,9.25,4.5,9.25,8
Đặng Hoàng Hải,2C1,Nam,5.75,9,1,9.5,7,1,9,9.5,0.25,9
Huỳnh Hữu Đạt,3A1,Nam,7.25,0.5,9.75,6.25,6.75,9.5,0.5,5.75,8.5,0.5
Phạm Diễm Trang,12B1,Nữ,3.5,2,8,1.75,3.5,5.5,0,3.25,3.75,7.5
Phan Bích Trâm,12B2,Nữ,3.5,6,8.75,3,8.25,0.5,5.75,0,9.5,0.5
Nguyễn Thị Thảo,2A3,Nữ,7.75,2,7.25,7.75,8.5,4.5,5.25,4,3,9.75
Phạm Mai Vy,10A1,Nữ,8.25,4,3.5,2.75,9.25,9.25,8.5,4,7.5,4.75
Vũ Mai Lan,9B1,Nữ,0.75,6.75,9,4.75,5.5,2,6.75,6.75,4.5,4.5
Nguyễn Minh Thắng,8B2,Nam,7.75,7.75,8.5,8.5,4.5,4.5,9.25,1,9.5,10
Trần Ngọc Hà,1A2,Nữ,1.75,0.75,1,1.25,6,7,0.75,5.75,5.5,9.5
Võ Văn Bảo,5A3,Nam,3.75,1.75,0,9.75,3,6.5,1.75,2,0.5,7.5
Đặng Phương Nhi,6A3,Nữ,1,0.75,4.5,9,2,5.25,6.25,2.5,5,6.75
Huỳnh Thu Hà,7C1,Nữ,5.5,8.5,9.25,5,7,3.25,8.75,4,1.5,0.25
Vũ Thái Dũng,1A3,Nam,3.25,4.5,4.5,6.75,8.75,3.5,5.5,3.5,7,1.5
Vũ Bích Hà,5C1,Nữ,9.25,2,8.75,2.25,7.75,0.25,9.75,6,4.5,7.75
Bùi Hữu Minh,9A1,Nam,9,9.5,2.5,4,8.25,6,7.75,1,7.25,9.25
Đặng Ngọc Lan,2B2,Nữ,5.75,1.75,7.75,3.75,9.25,5.25,0.25,2.5,7.25,0
Đỗ Đức Đạt,10A3,Nam,0.25,9.25,7.75,3.75,8.5,4.5,5.5,5.75,7.75,3.25
Nguyễn Thanh Nhung,6A3,Nữ,4.5,6.25,2.25,3,5.5,0.5,5,9,2.5,2
Bùi Tuấn Huy,7B1,Nam,9,3.75,4.25,7,0,5,9,5.5,2,2.25
Võ Đức Bảo,6A3,Nam,9,0.75,2.75,5,1,4.25,2.75,4.75,2.75,9.5
Đỗ Thái Dũng,9B1,Nam,8.25,2.25,0.75,3.75,0.25,7,3.25,8.5,1.75,3.5
Đặng Hoàng Sơn,10B1,Nam,9,3,5.5,1,9.5,5.5,1.25,0.5,5.5,10
Trần Hữu Phong,2A3,Nam,9.75,9.5,6.25,4.75,8.5,2.5,2.5,9,6.5,4.25
Nguyễn Thị Nhung,12B2,Nữ,3,8,4.5,7.75,1.5,8.25,6.5,1.25,2,5.25
Đặng Ngọc Linh,6C1,Nữ,7.5,0.25,0,9.75,9.75,9,0,5.75,3.25,3.5
Trần Thu Trâm,3A3,Nữ,2.5,9.5,3.5,6.75,0.75,2.5,5.75,0.5,5.75,5.5
Đỗ Hữu Bảo,3A2,Nam,8,8.75,2,2,4.75,5.5,5,6,0.25,4.5
Vũ Thu Linh,8A1,Nữ,3.5,7,3.75,7.75,3.5,1.75,4,8.75,0.5,0.75
Huỳnh Văn Sơn,9B1,Nam,0.5,1.75,3.25,8,8,1.25,6,8.25,2.5,1
Phan Hoàng Long,12C1,Nam,6,7.75,2.75,0.5,5.75,8.5,6,7.75,1.5,9.75
Đỗ Ngọc Nhung,3A2,Nữ,9.75,0.5,4.75,0.25,9.5,3,8.75,5,8.25,9.25
Đặng Gia Bảo,1B1,Nam,0.25,4.5,3.5,0,0.25,8.25,3,0.75,3.25,3.75
Đỗ Minh Bảo,12B2,Nam,1.75,3.25,1.75,8,4.5,2.75,4.5,1.75,9,2.25
Đặng Thị Lan,9A3,Nữ,7.75,10,4.75,4,0.75,6.75,4.25,7.75,6.25,0.75
Hoàng Mai Lan,9A2,Nữ,9,2.75,9,8.75,6,6.25,1.5,10,7.25,4.5
Trần Hữu Minh,12A1,Nam,5.5,6,6,4.25,3.5,3.75,2.75,10,4.25,2.75
Huỳnh Minh Dũng,10A1,Nam,5,8.5,4,10,4.75,2,10,8.25,7.75,1.5
Đặng Hoàng Đạt,9C1,Nam,5.25,8.25,3.5,0,3.25,9.75,9.75,8,9.75,7
Vũ Thanh Hương,7C1,Nữ,9.5,8,0.5,5.25,0.25,8.25,7.75,0.5,2.75,5.75
Hoàng Gia Thắng,11B2,Nam,2.5,6.5,4.75,6,6.25,8,1.25,5.75,8,0.75
Huỳnh Tuấn Minh,4A2,Nam,8.75,0.5,9.75,2.25,6.75,9.25,9.75,4.75,5.75,9.25
Hoàng Ngọc Trang,6B1,Nữ,3.25,0.25,7.5,0.5,6.25,1.25,5.5,8.5,10,8.5
Đỗ Phương Trang,8B1,Nữ,8,5.25,6.5,4,4.5,6,2.25,5.25,9.75,8.25
Đặng Gia Long,6A2,Nam,5,0.75,7.75,4.5,5.75,4,6.5,4.5,5.75,2.75
Vũ Minh Phong,10A2,Nam,5.75,10,4,1,1.75,3.75,6.75,2.5,2.5,7
Võ Đình Huy,5B1,Nam,5,4,6,8.5,9.25,6.75,2.25,0.5,9.75,0.5
Huỳnh Mai Nhung,10B2,Nữ,1.5,3.5,8.75,1.75,1.75,8.25,8.5,10,3.75,2.25
Bùi Bích Hương,12B2,Nữ,4,1.5,6,5.75,0.75,2.5,3.75,5,5,1.5
Vũ Hữu Sơn,2A3,Nam,3,2.75,5.75,0.5,6,0.75,0.25,4.5,7,1.25
Huỳnh Như Yến,4C1,Nữ,6.75,4.5,0.5,4.75,7.5,6.25,2,5.5,7.5,4
Lê Thu Vy,1A2,Nữ,3.25,9.25,1.25,2.75,5.75,6.5,4.5,6.5,4.5,0.75
Bùi Gia Hải,5A3,Nam,6.5,10,7.75,2.75,3.25,2,4.5,1,8.5,0
Phạm Ngọc Hà,2A2,Nữ,8,0.25,2.75,8.25,4.75,3.25,9.5,6,7.5,7.5
Phan Tuấn Huy,5C1,Nam,1.5,5,10,5.75,7.25,2.5,8,1,4.25,1.75
Hoàng Tuấn Bảo,6A3,Nam,8,7.75,8.25,2.5,5.25,7.75,1.5,6.75,1.5,6.25
Phạm Ngọc Nhi,4B1,Nữ,6.25,4.25,8.75,9.25,2.25,3.25,7.5,0.5,8.25,7
Phạm Ngọc Nhung,5B1,Nữ,5.25,1,4.75,6,5.5,2.75,0,9,6,3.75
Võ Thanh Hà,2A1,Nữ,0.75,3.75,0,1.75,2.75,0,0.75,6.75,5.75,4.75
Phan Như Hà,5A2,Nữ,7.5,7.5,1,7,2,8.75,6.5,1,1.25,8.5
Võ Hữu Khoa,1A1,Nam,6.75,7,2.75,7.5,0.75,0.75,8.75,5.5,9.5,0.25
Huỳnh Hoàng Đạt,3B2,Nam,2.25,2.5,8.25,8,1,9.75,9,1.25,4.75,3.75
Vũ Văn Hải,5B1,Nam,9,2.5,10,9.5,2.25,9,1.5,2.25,8.75,1.25
Bùi Mai Lan,3A2,Nữ,9.5,2.75,6.75,5.75,6.25,1.25,7,7.75,7.5,1.75
Bùi Đức Long,11A1,Nam,9.75,7.25,2,8.5,7.75,0.5,7,4.25,0.25,4
Bùi Thị Linh,7A2,Nữ,8.75,3.5,4.75,2.25,8.75,0,5,2,3,5
Hoàng Đình Huy,7B1,Nam,9.75,2.25,4.25,3.75,4.75,2.25,4.5,1.75,6.5,8.75
Vũ Hoàng Đạt,8A1,Nam,0.75,6.25,3,1,7.25,7.25,1.75,3.75,5,4.75
Phạm Thu Thảo,2C1,Nữ,1,9.5,9.5,6.25,3.75,7.25,2.25,8,3.5,8.75
Vũ Thị Nhung,12B1,Nữ,5.75,1.25,0,8.75,9.5,1.5,6,9.25,2.25,6.25
Huỳnh Hữu Dũng,12B1,Nam,8.5,7.75,0.5,7.25,7,1.25,3.75,7.75,3,5
Đặng Thu Nhi,9A2,Nữ,9,6.25,1.25,3,2,6,7.25,6.5,8,6.5
Đỗ Thanh Hà,10B2,Nữ,3,6.25,3,3,2.75,5,3.75,9.5,2.5,10
Bùi Bích Nhung,5B1,Nữ,4.75,4.5,7,9.75,2,8.5,1.75,6.25,10,3.75
Trần Đức Thắng,12A1,Nam,6,1.75,9.75,0.75,0.75,5,8.75,5,5.5,8.75
Phan Tuấn Dũng,9A3,Nam,8,4.5,2.5,4.75,9.5,4.75,1,0.5,6.75,2.25
Võ Thu Nhung,3A3,Nữ,1.5,9.75,9,1.75,3.75,5.75,4,9,9.5,1.25
Vũ Mai Lan,6C1,Nữ,1.25,7,6.5,0.25,3.5,6.25,5.25,0.5,7.25,2.75
Huỳnh Bích Trang,2B2,Nữ,1.75,9,9.5,8.25,9.75,3.25,6.5,6.5,9,6
Bùi Minh Hải,9B1,Nam,9.25,0,4.25,8,4.75,1.5,2.5,0.5,6,5.5
Bùi Hoàng Huy,3A2,Nam,0.75,8,1.75,5.5,3.75,3.5,5.75,5.25,0,7.75
Lê Đức Khoa,7C1,Nam,9.5,9.75,4,5,3.75,7,5.5,3.75,7,7.75
Trần Thái Khoa,4B1,Nam,7.75,6,0,7.5,8.5,0.75,7.5,5.25,0.75,7.25
Hoàng Hoàng Đạt,4C1,Nam,0.25,3.75,7.25,6.25,3,8,0,9.75,5,2.75
Đặng Thị Thảo,5A1,Nữ,6.5,6.25,1,2.25,7.25,1,3,5.25,0.75,8.75
Lê Như Vy,1A1,Nữ,6,2,9,9.75,3,5.5,8.5,8.5,4.75,9.5
Võ Mai Yến,1B1,Nữ,2.5,5,5,3.5,2.5,6,8.5,2.75,5,9.75
Nguyễn Thái Khoa,10B1,Nam,6,5.25,6.25,6.75,3.75,8.25,3.75,6.25,4.25,9
Bùi Thị Vy,12A3,Nữ,3.75,6.25,0,7.75,3,0,9.75,4.75,6.75,8.75
Đỗ Gia Phong,8A3,Nam,5,8.25,7.75,1.75,0.5,3.5,0,5,7.5,7.25
Huỳnh Như Hà,11A1,Nữ,4,2.75,1.5,3.75,9.25,4.25,9.5,3.75,2.75,1.75
Vũ Ngọc Hà,12A3,Nữ,5.25,6.25,6,7.75,7.25,0.5,4.5,5.5,2.75,10
Bùi Thị Hà,4A1,Nữ,4,8,7.25,3.75,6.25,1,3,8.75,4,6.5
Vũ Minh Dũng,10B1,Nam,4,2.25,4.5,9.25,1,3.75,3,5.5,7.25,0.25
Vũ Gia Long,5C1,Nam,5.5,0.5,7.5,2,1,4,5.25,1.5,2.25,7.25
Vũ Hữu Đạt,3A2,Nam,4.25,6.25,7,7.75,2,7.5,4,2.5,8.25,7.5
Hoàng Đình Dũng,6B2,Nam,4.25,0.5,0.25,8.5,9.25,7.5,2.5,7,9.5,6.75
Huỳnh Diễm Nhung,1A2,Nữ,5.75,0.25,3.75,3.25,0.5,1,1.25,5.75,5,1.25
Phan Ngọc Nhi,2A2,Nữ,10,2.25,9,6,6.25,4,4.75,3.5,9.5,3.75
Nguyễn Thanh Nhung,7A1,Nữ,6.75,8.25,8.5,0,8.5,7.25,4,6,9.75,6
Đỗ Phương Vy,7B1,Nữ,5,0.25,7.25,0,7.75,2.25,9.25,6.5,9.25,10
Lê Diễm Thảo,5A1,Nữ,1.75,5.75,7.75,5,0,2.5,5,8.25,0.25,7.25
Trần Ngọc Trâm,10A1,Nữ,4.75,0.25,4.25,10,9.75,9.75,5.25,2,8,8.5
Đặng Hoàng Sơn,7A2,Nam,8,0.25,3.25,8.75,1.75,6.75,5,7.75,0,7.75
Lê Đức Thắng,4A2,Nam,3.5,2,1.75,5.75,0,3.5,9.75,2.25,1,6.5
Bùi Bích Thảo,2B2,Nữ,0.75,0,7,6.25,5.5,5,3.25,2.5,5,8.25
Bùi Ngọc Nhi,4B1,Nữ,1.75,4.75,7,4.5,7,0,3.25,1.25,5,0.5
Đỗ Ngọc Nhung,4A3,Nữ,1.5,1,0,1,8.25,4.25,8,1,8.75,5.25
Đặng Hoàng Huy,1A2,Nam,0,0.5,2.25,3.5,5,3.25,2.25,4.75,6.75,7.25
Phan Hoàng Hải,8B2,Nam,8.5,1.5,7,4,4.25,2.25,1.25,6.25,0.25,4.75
Lê Gia Hải,7A1,Nam,9,9.75,4,7.25,6.25,9.75,6.25,8.25,7.25,6.25
Bùi Hoàng Huy,5A3,Nam,4,5,3.75,5.5,6,5.25,10,8.5,4.75,8
Phan Văn Minh,8A2,Nam,0.5,2.5,0.75,5.75,9.75,0.5,4.75,1.75,6.25,3.75
Lê Văn Minh,7B2,Nam,7.25,0.5,4.25,1.5,9.25,0.25,9.25,2,1.25,4.75
Bùi Thanh Hà,10B1,Nữ,0.75,6.25,9,3.5,7.5,4,1,0.75,9,9
Bùi Gia Bảo,12B2,Nam,7.75,1.25,2.75,6,4,6.25,4.5,9.5,4,4.25
Trần Mai Trang,2A1,Nữ,0.25,3.25,8.75,7.25,4.75,1,6.75,2.25,7,8
Huỳnh Thu Vy,3B2,Nữ,2.75,9,4.25,4.5,2,3,4.25,2,6.25,6.25
Hoàng Mai Linh,4B1,Nữ,3.75,10,2.5,9.25,2.25,6.75,9.5,6,7,0.5
Đỗ Thái Thắng,3B2,Nam,4,9.75,5.25,5.5,3.25,5.5,5.5,8.75,3.25,3
Lê Gia Hải,8B2,Nam,3.75,3.75,0,9.75,6.5,7,6.75,9,7.5,6
Hoàng Thị Lan,4C1,Nữ,7.5,6.5,6.75,0.5,9.5,5,2.75,5.25,7.75,9.75
Phan Bích Linh,10B1,Nữ,5,0.5,1.75,8.75,1.75,2,7.75,9.75,2.75,10
Đỗ Đình Hải,6B2,Nam,10,6,0.75,3.5,10,6.25,8.75,4.75,9.75,3.75
Phan Thái Phong,1B1,Nam,4.25,6,9.5,9,1.5,8.25,1.25,5,2.5,4
Huỳnh Hoàng Sơn,8C1,Nam,0.25,0,4.25,1.75,9.75,2.5,6.5,3.25,3.75,3.5
Huỳnh Thái Khoa,12A1,Nam,2.25,2.5,1.25,3.25,5.25,9,1,2.75,6,0.25
Lê Ngọc Yến,6B1,Nữ,1,1.25,5,9.75,3.5,1.25,1,6.25,5.25,4.5
Trần Đức Đạt,11A1,Nam,2,5.5,9,3.5,6,1.75,8,0,5.75,8.25
Đỗ Phương Vy,5A1,Nữ,8,2,9.75,5.25,3,3,8.75,3.5,9,0
Huỳnh Thanh Trâm,4A2,Nữ,8.75,6.25,6.5,5,1.75,8.75,0,4,3.5,4.5
Đỗ Văn Huy,11A1,Nam,4.25,4.25,4.25,8.75,3.5,4.5,1.25,4.5,9.75,6
Phan Bích Yến,4C1,Nữ,9,0,8.5,9.75,2.5,3.5,2.25,8.5,7.75,9
Đặng Thái Dũng,3A1,Nam,0.5,9.75,0,9.75,3,6.5,9.75,7.25,2,0
Bùi Bích Nhi,9A3,Nữ,1,9,4.75,6,1,6.25,5,5.25,1,1.25
Đỗ Như Nhung,2C1,Nữ,0.25,7.5,2.25,5,7.5,3.5,2.75,2,0.25,5
Trần Gia Huy,1A2,Nam,8,4.25,2.5,6.5,2.25,8,5.5,1.75,9.75,7.25
Phan Gia Hải,7A1,Nam,0.5,4,9.25,9.25,4.25,9.25,8.25,1,7.75,8.75
Phạm Phương Nhung,4B2,Nữ,8.75,8,5,3.25,7.25,7.75,4.5,2.5,7.5,3.5
Đặng Mai Hà,9B2,Nữ,5.75,6.25,0.5,8.5,2.5,1,1.5,4.5,2,6.25
Bùi Phương Yến,5A1,Nữ,1.75,2.5,1.25,6.5,3,6,9,8.75,6,0.5
Bùi Tuấn Khoa,10C1,Nam,2,9.25,2.75,9.25,4.75,0.75,7,7.25,1.25,4
Nguyễn Hữu Hải,7B2,Nam,1.75,3.5,4,7,6.75,5,1.75,9.5,5.25,6
Phan Hữu Sơn,6B1,Nam,2.25,6.5,10,0,0,5.5,5.5,3,2.25,8.75
Phan Đức Thắng,8A3,Nam,3.25,2.75,5.5,9.75,5.75,9,1.25,2.25,8.75,9.75
Võ Minh Sơn,2A3,Nam,5.5,3.5,2.5,5.5,6,0.25,2.25,0.75,5.75,3.5
Phan Bích Nhung,1B1,Nữ,1.75,5.75,7.75,4.25,4.5,2.25,1.5,3,8.5,4.5
Bùi Như Nhung,3B1,Nữ,0,6.5,7.5,4.5,4.5,8.5,8.25,5.5,5,3.5
Trần Ngọc Linh,1B2,Nữ,9,0.25,1.75,0.5,9.75,2.5,5.25,0,5.25,1.75
Vũ Đình Đạt,5A1,Nam,5.75,6.5,3.75,1.25,6,6.75,5.75,5.5,4,3.5
Vũ Thái Dũng,10A1,Nam,5.5,4.75,9.5,5,3.25,0.5,8.5,8.25,8,10
Bùi Gia Đạt,12C1,Nam,7.25,0.75,1.75,1,1,8.5,8.5,7,2.25,9.75
Vũ Hoàng Minh,10A2,Nam,5.75,5.75,6.25,10,5.25,8.75,10,5.75,1,5
Phan Bích Trang,4A2,Nữ,7,9.5,0.25,3,0.75,2.25,1.25,9,6,7.75
Nguyễn Thu Hà,6A3,Nữ,10,4.25,4.5,1.5,4,3,1.75,1,6.5,5.75
Võ Thị Thảo,4A3,Nữ,5,5.25,3.25,9.5,6.25,3.5,5.5,7,10,4.5
Đặng Bích Trâm,5C1,Nữ,8.75,2.5,2.25,4,8.5,6.25,9.5,9.5,2.5,3.25
Đặng Mai Hà,5C1,Nữ,9.5,7,3.75,10,9,1.75,10,6.5,4,9.75
Đặng Như Lan,6C1,Nữ,2.25,0.5,5.5,0,4.5,4.75,8.75,2.75,5.5,7.75
Phạm Bích Hương,5A2,Nữ,5.25,5,6.75,0.75,9.75,8.25,2.5,1.5,4.25,4.5
Trần Minh Sơn,6A2,Nam,1.5,5,4.75,2,6,1.5,7.75,2.75,10,4
Nguyễn Bích Yến,1B1,Nữ,9,1.25,6.75,2,8.25,3,6,7,5.5,4.25
Nguyễn Ngọc Trâm,3B2,Nữ,4,5.25,6.25,1.25,4.5,3.75,10,7.5,7.75,3.25
Đỗ Tuấn Hải,12B1,Nam,5.75,4.25,3.25,3.25,9,9,8,6.25,8,1.75
Đỗ Phương Thảo,10B2,Nữ,2.5,9.75,2.5,8.5,6.5,5,0.25,2.5,2.5,5.75
Phạm Thị Nhung,11B1,Nữ,6.75,1.5,0,2,9.5,7.75,7.5,4.75,4.75,2.5
Võ Tuấn Minh,12B1,Nam,4.5,3.25,7.75,5,9.75,3.75,6.5,0.5,10,3.25
Đỗ Ngọc Trâm,11C1,Nữ,8.75,6.25,7.75,8.25,5.75,7.75,9,4.5,9,6.75
Đỗ Diễm Trâm,12B2,Nữ,6,9.75,9.5,8.75,2.25,5,3.5,4.25,0.25,7.75
Đỗ Đức Hải,5A3,Nam,6.25,8.5,0.25,4.5,8.5,3.25,4.25,3,9.25,2.25
Nguyễn Thái Khoa,9A1,Nam,6,7.5,1.25,1.5,8,5.75,3.5,9.5,5.75,3.75
Đỗ Thanh Nhung,12A2,Nữ,6.25,2.5,1.5,8.25,2.75,10,4.5,2.75,0.75,3
Phan Đức Huy,7A2,Nam,5.25,1,6.75,8,4,0.25,8.25,5,9.25,7.25
Bùi Tuấn Bảo,3B2,Nam,5,1,5.5,3.5,2.75,5.75,6.25,3.75,0.25,8.5
Phan Gia Bảo,4C1,Nam,10,8.5,0.5,6.25,3.25,7.75,2.25,3.75,9,6.5
Đỗ Hoàng Phong,10B2,Nam,8.25,3.75,0.5,4.75,6.75,4.5,8.75,0.25,7.5,7.5
Lê Mai Nhung,9B2,Nữ,0.75,9.25,8.5,9.25,10,2.25,3.25,6.25,1,2.5
Phạm Minh Khoa,10C1,Nam,1.25,5.5,9.5,2.25,6.75,0.25,6.25,9,6.5,1.25
Trần Minh Sơn,3B1,Nam,1.25,3.25,8,4,4.25,7,3.5,8.25,2,6.75
Huỳnh Văn Thắng,7A3,Nam,0.5,2.75,5.25,6,5.5,8.75,0.75,9.5,7.25,8.75
Vũ Thanh Thảo,1A2,Nữ,8.75,2.5,7.25,9,3,1.5,5.5,0.25,0.25,6.5
Lê Thái Dũng,6B2,Nam,2.75,2.25,5.75,0,2.5,5,7,0.5,1.75,9
Lê Hữu Bảo,3A2,Nam,3.75,3.25,2.25,4,2,5.5,3.25,4,0.75,1.25
Vũ Hoàng Thắng,5C1,Nam,1.5,6,6.25,3.5,5.25,6,6,9.75,1.75,8.25
Hoàng Đức Bảo,10A3,Nam,3.5,0,3.75,0.5,3.25,2,4.5,5.75,6.25,2.25
Đặng Hữu Khoa,3A2,Nam,7.25,4.25,3.25,1.25,6.75,5.25,4.25,8.5,0,2.75
Huỳnh Tuấn Hải,2A1,Nam,7.25,8.25,3.75,2.25,1.5,8.25,0.75,9.25,9,8.5
Phan Diễm Linh,5A1,Nữ,0.25,6.5,3,5.5,2.25,1,9,1.5,3.25,8.5
Võ Gia Đạt,12C1,Nam,0.75,3.75,2,3.25,2.25,6.75,2.5,1,0.5,6.75
Trần Hoàng Phong,4C1,Nam,9.5,3.25,9.5,2,4.75,9,8,1.75,4.5,6.75
Lê Phương Linh,8B2,Nữ,0.5,9,6,1.25,3,6,2,2,8.5,9
Phạm Tuấn Thắng,12A3,Nam,0,8.25,9,0,5.5,7.75,0.75,6.75,9.25,4.25
Phạm Thị Hương,2A1,Nữ,1.75,4.25,2,2.25,5,0,0.75,1.75,7.5,6.5
Vũ Ngọc Yến,2A2,Nữ,8.25,6.5,4.75,2,1,5,1,7.5,5.25,1.75
Võ Văn Dũng,11B2,Nam,3.5,4.75,1.5,2,9.75,4.25,2.75,6.75,6.25,9.25
Trần Như Hương,5A1,Nữ,3.25,5.25,10,8.25,1.25,8,8,6.75,5.25,2.25
Đỗ Như Vy,4C1,Nữ,0,4.25,0.25,7,1,5.75,6,1.5,10,2
Lê Ngọc Hà,10C1,Nữ,2,1.25,1,5,7.25,2,0,4.25,2.75,9.5
Đỗ Đức Minh,6B2,Nam,9.75,9.5,6.5,6,4.25,5.75,9.75,4.5,0.25,2.75
Hoàng Thanh Trang,10A1,Nữ,1.75,3,5.75,0,5,0.75,7.5,5.5,0.75,10
Đặng Ngọc Trang,11C1,Nữ,6.75,7.25,5.25,3.25,2.25,9.5,5.75,3.25,5.25,8.75
Đỗ Thị Linh,6A1,Nữ,4.5,8.5,8.5,3.25,6,10,7.5,1,2.25,6.5
Đỗ Hữu Khoa,1C1,Nam,5.25,8,8.25,7.75,2.75,9.25,2,1.75,1.75,6.25
Đỗ Ngọc Nhung,8A3,Nữ,9,2,0.5,8.25,2.5,8,7,2.5,0.5,9.75
Hoàng Ngọc Lan,10B2,Nữ,1,4.5,7.25,7.5,5.25,9,0.75,6,6.25,7.75
Phan Đình Hải,9A3,Nam,6,7,7.25,8,3.75,6.75,6.5,7,10,1.75
Hoàng Thái Phong,6A1,Nam,3,0.25,1.5,2,0,7.5,5.75,1.25,9,0.5
Hoàng Thị Nhi,3A2,Nữ,2,7.5,5,8.75,2.25,1.25,6.5,5.75,1.25,0.75
Huỳnh Mai Nhi,4A3,Nữ,6.5,3.5,1.75,6.25,8.25,3.75,0,1,1.25,4
Phan Văn Hải,5B2,Nam,3.75,5.75,9,0.75,1.5,8.5,3.5,8,4.75,8.75
Nguyễn Tuấn Sơn,9C1,Nam,3,3,4.75,6,5.25,6,6.75,2.75,0.25,5.5
Phan Gia Long,11B1,Nam,4.5,5.75,6,5,4.25,5.25,2.5,9.5,3.25,1.25
Đặng Diễm Yến,10A3,Nữ,0.75,9,6.25,2.25,6.5,9.25,9,5.5,0.5,7.5
Bùi Phương Nhung,10B2,Nữ,2.75,7.25,3.75,3.25,4.5,9.75,2.5,1,0.25,2.25
Vũ Diễm Nhung,8A3,Nữ,4.75,7,9.25,0.75,3.25,2.75,5.25,7,7.75,8
Bùi Văn Minh,9B2,Nam,7.25,0.75,7.5,2.25,8.75,2.5,6.5,5,6.25,0.5
Phạm Hữu Đạt,5B1,Nam,0.5,2.25,3.75,6.75,5.75,3.75,1.25,7.75,8,4.25
Võ Hoàng Hải,11A3,Nam,8.5,1.25,7.75,5.5,5,8,1.25,6.5,4.25,1.25
Phan Thu Nhung,8A1,Nữ,7,8,0,8.5,6.25,2,1.75,6.25,3,3.25
Lê Tuấn Long,1A1,Nam,8.75,1.25,7.25,1,2.5,10,5.25,4,10,5.25
Huỳnh Như Yến,10B2,Nữ,8.5,8.75,1.25,6.75,8,7.25,5.25,3.5,9.75,8.25
Hoàng Văn Long,7A2,Nam,5.5,9.25,5.25,6,1,2,7.75,2,4,8.75
Vũ Phương Thảo,3A1,Nữ,5.25,5.5,4.25,5.75,10,7.5,7,8.5,8.5,8.5
Nguyễn Bích Hương,9C1,Nữ,0.5,3.5,7.5,2.75,7.5,7.5,3.25,8,2,9.75
Trần Phương Hương,10B1,Nữ,8.5,2.5,9.5,8.25,9.25,9.25,1.5,5.5,5.5,5.75
Hoàng Diễm Thảo,7C1,Nữ,1.75,9,7.75,6.5,3,8.25,4.75,0.75,4.5,4.75
Võ Ngọc Thảo,3A1,Nữ,0.25,2.75,0.25,7.25,3.75,10,4.75,6.75,8.5,0.5
Lê Ngọc Linh,10C1,Nữ,3.5,0.75,0.5,1.75,0.25,1.5,0.5,7,2.75,3.25
Đỗ Mai Linh,7A3,Nữ,4,7.5,6,5,5.25,0.5,5.5,3,3,5.5
Bùi Tuấn Khoa,2C1,Nam,5.5,10,3.5,9.5,10,3.5,1.75,1.75,8,2.25
Đỗ Phương Vy,11B1,Nữ,10,9.75,3.75,4.25,8,7.75,7.75,1.25,8,2.25
Nguyễn Mai Thảo,12C1,Nữ,6.5,5.25,8.25,10,3.25,4.5,1.25,8.25,3,5.25
Vũ Bích Trâm,10A3,Nữ,3.5,9.5,7.5,4.5,0,4.75,5,1.75,2.25,5.25
Đặng Diễm Trang,12A2,Nữ,2.5,5,7.75,1.5,5.75,3,6.25,1.75,0.5,4.75
Trần Tuấn Dũng,5A1,Nam,5.25,3.75,4,4.25,7,0.5,9,2,7.25,5
Lê Phương Thảo,11B1,Nữ,2.5,8.75,9.5,2.25,1.25,3.75,0.25,2.75,1.75,10
Đặng Thu Trang,10B2,Nữ,3,4.75,8.75,8.25,4.5,8.5,9.75,7,1.75,7.75
Lê Đức Dũng,8A1,Nam,9,7.75,0.75,0.25,7.25,3,0.75,3.75,6.5,4
Đỗ Hoàng Sơn,12A2,Nam,3.25,3.75,7.5,0.25,5.75,8.25,5.5,1.5,6.25,9.5
